"otu.1"	"otu.2"	"otu.3"	"otu.4"	"otu.5"	"otu.6"	"otu.7"	"otu.8"	"otu.9"	"otu.10"	"otu.11"	"otu.12"	"otu.13"	"otu.14"	"otu.15"	"otu.16"	"otu.17"	"otu.18"	"otu.19"	"otu.20"	"otu.21"	"otu.22"	"otu.23"	"otu.24"	"otu.25"	"otu.26"	"otu.27"	"otu.28"	"otu.29"	"otu.30"	"otu.31"	"otu.32"	"otu.33"	"otu.34"	"otu.35"	"otu.36"	"otu.37"	"otu.38"	"otu.39"	"otu.40"	"otu.41"	"otu.42"	"otu.43"	"otu.44"	"otu.45"	"otu.46"	"otu.47"	"otu.48"	"otu.49"	"otu.50"	"otu.51"	"otu.52"	"otu.53"	"otu.54"	"otu.55"	"otu.56"	"otu.57"	"otu.58"	"otu.59"	"otu.60"	"otu.61"	"otu.62"	"otu.63"	"otu.64"	"otu.65"	"otu.66"	"otu.67"	"otu.68"	"otu.69"	"otu.70"	"otu.71"	"otu.72"	"otu.73"	"otu.74"	"otu.75"	"otu.76"	"otu.77"	"otu.78"	"otu.79"	"otu.80"	"otu.81"	"otu.82"	"otu.83"	"otu.84"	"otu.85"	"otu.86"	"otu.87"	"otu.88"	"otu.89"	"otu.90"	"otu.91"	"otu.92"	"otu.93"	"otu.94"	"otu.95"	"otu.96"	"otu.97"	"otu.98"	"otu.99"	"otu.100"	"otu.101"	"otu.102"	"otu.103"	"otu.104"	"otu.105"	"otu.106"
"sample.30"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000225993559137407	0.000524138781515149	0.00114196586528303	0.00233731122717563	0.00449403616214513	0.00811732949773889	0.0137735656213012	0.0219551386787201	0.0328762732732128	0.046247213823604	0.0611146262989787	0.075868472838917	0.088477759955245	0.0969311778993064	0.0997583957843345	0.0964477316326558	0.0875973915341891	0.0747389384330678	0.059904475617897	0.0451053660458547	0.0319046325577095	0.0212000008228581	0.0132334963884178	0.00776014655904793	0.00427485943220271	0.00221223036266666	0.00107546295048741	0.000491153398452125	0.000210714997878268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.31"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000132376224295479	0.000318747117269025	0.000721006427949073	0.00153210525549221	0.00305840266138308	0.00573531556562324	0.0101036098773351	0.016720621425917	0.0259947026644449	0.0379641682309853	0.052085821603151	0.0671307878179387	0.0812794139536064	0.0924476717458294	0.0987797647532646	0.0991508842853063	0.093493580257304	0.0828177800786024	0.0689163033632184	0.0538737191459263	0.0395629381050223	0.0272933415612577	0.0176881119659706	0.0107686891814337	0.0061588666398951	0.00330898922805858	0.00167011547974813	0.000791870645882893	0.000352710657107137	0.00014758408078209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.32"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000203437145932916	0.000475376485896711	0.00104352229509798	0.00215190137760154	0.0041686898967111	0.00758635935528762	0.0129695177152235	0.0208291159461608	0.0314249389890819	0.0445384033216467	0.0592995556663874	0.0741694108884868	0.0871474762624193	0.0961925404915545	0.0997434922457219	0.0971592915957452	0.0889079720628701	0.0764282057307026	0.0617196164423973	0.0468219360907851	0.0333681486915653	0.0223393972605501	0.0140497108148829	0.00830079931350216	0.00460711484032089	0.00240212031760683	0.00117656810227585	0.000541372234904291	0.000234008418680927	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.33"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000287829705832866	0.000655972590999473	0.00140440500215016	0.00282459142854747	0.00533673331530155	0.00947222400535548	0.015793741075297	0.0247385740302607	0.0364016363053522	0.0503180433289358	0.0653406090306493	0.0797075034131923	0.0913422761589765	0.0983333981747825	0.099445894965356	0.0944776904822914	0.0843195482385135	0.0706942137368628	0.0556795941527373	0.0411969295081101	0.0286345413062018	0.0186970120388699	0.0114686098736181	0.00660854644377823	0.00357731932159286	0.00181913975466383	0.000869022490699986	0.000389989184254435	0.000164410936816671	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.34"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000170394445341775	0.000403173107193685	0.000896157354219511	0.00187125763540892	0.00367062055791353	0.0067639750144111	0.0117090346616845	0.019041308240674	0.0290890186542067	0.0417462963474944	0.0562812103074369	0.0712796403191527	0.0848055286589228	0.0947849590745656	0.0995202098014534	0.0981611717153858	0.0909546233022836	0.0791710528048212	0.064738801584618	0.049730117581531	0.0358864840993673	0.024327581239589	0.0154925728345672	0.00926839974257729	0.00520885851693437	0.00275002702010303	0.001363917040907	0.000635470720313796	0.000278137616921679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.35"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000259643944448289	0.000596191096890203	0.00128602487565022	0.00260597261200931	0.00496074518844455	0.0088711635784839	0.0149029021485809	0.0235189380025396	0.0348675280964884	0.0485602827320273	0.0635327784677557	0.0780856240670235	0.0901573041955566	0.0977884008271517	0.0996392306490287	0.0953739966081207	0.0857602805844751	0.0724434291040812	0.0574868352294147	0.0428542990996463	0.0300107595508723	0.0197431376272676	0.0122014642991551	0.00708376799668687	0.00386343223737833	0.00197942414997003	0.000952710660131624	0.000430764375501043	0.000182967995220297	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.36"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000153001628771787	0.0003647450319565	0.000816844353487111	0.00171848534231115	0.00339632270145734	0.00630563253989483	0.0109977783907208	0.0180192978777259	0.0277349482580115	0.0401026849295766	0.054472352965552	0.0695080996787739	0.0833203892326303	0.0938261205492637	0.09925509844004	0.0986366886185334	0.0920832710626464	0.0807568903537702	0.0665326821555995	0.0514928667269968	0.0374382641837415	0.0255706008667163	0.0164067574224627	0.0098892003495404	0.00559958948005445	0.00297856990572169	0.0014883874534817	0.000698684000892653	0.000308107444186579	0.000127638055482334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.37"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000234008418680927	0.000541372234904291	0.00117656810227585	0.00240212031760683	0.00460711484032088	0.00830079931350216	0.0140497108148829	0.0223393972605501	0.0333681486915653	0.0468219360907851	0.0617196164423973	0.0764282057307026	0.08890797206287	0.0971592915957452	0.0997434922457219	0.0961925404915545	0.0871474762624193	0.0741694108884868	0.0592995556663874	0.0445384033216467	0.0314249389890818	0.0208291159461608	0.0129695177152235	0.00758635935528762	0.0041686898967111	0.00215190137760154	0.00104352229509798	0.000475376485896711	0.000203437145932916	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.38"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000137276589980736	0.000329721314300236	0.00074396783066681	0.00157694986573419	0.0031400619108754	0.00587374556608518	0.0103216384972581	0.0170387901205473	0.0264232027596927	0.0384936201266129	0.0526803497800308	0.067727514580705	0.0817971593771559	0.0928042574621867	0.0989131820663318	0.0990369008520466	0.0931529267740329	0.0823099925575742	0.0683227306057985	0.0532763499299738	0.0390265629889329	0.0268560874671092	0.0173612813425845	0.0105433203430652	0.00601491679591322	0.00322357991412324	0.00162294518902251	0.000767583904681889	0.000341039325795372	0.000142344161182279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.39"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000196391100187205	0.000460060535696317	0.00101242941215931	0.00209300912072475	0.00406475227906069	0.0074157254122497	0.0127095388384853	0.0204626812675549	0.0309493748798158	0.0439741869343383	0.0586948976860116	0.0735968923385505	0.0866912365811459	0.0959284691950924	0.0997186580298253	0.0973782423485249	0.0893313777890788	0.0769843997888262	0.0623243874587478	0.0473990791445613	0.0338640100902465	0.0227281172002002	0.014329965025418	0.00848757051696859	0.00472256838602053	0.00246848055438294	0.00121209807117233	0.000559116623482084	0.000242283391471722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.40"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000297829865968829	0.00067706846914154	0.00144595083854543	0.00290088866111747	0.00546720285683174	0.00967956657444654	0.0160991604540394	0.0251540049124253	0.0369205063717687	0.0509078494545324	0.0659414432627318	0.0802395972977355	0.0917224459233626	0.0984961168855219	0.0993617394842944	0.0941620397128976	0.0838280037187149	0.0701066129064717	0.0550789232548264	0.0406507434516048	0.0281843574847413	0.0183571129283972	0.0112320031184023	0.00645604644431664	0.0034860424521429	0.00176829733312295	0.000842625324181055	0.000377198813006947	0.000158621744709981	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.41"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000176578128174922	0.000416761214622436	0.000924047457247971	0.00192467698180284	0.00376598012221436	0.00692236969164088	0.0119533090978519	0.0193900132384117	0.0295477663451533	0.042298776107238	0.056883661284557	0.071862757343609	0.0852858155763186	0.0950837566381002	0.0995846615270319	0.0979794881330631	0.0905595958808626	0.0786303810415248	0.0641361490046456	0.049144166506886	0.0353750989098838	0.0239210339144993	0.0151956340341733	0.00906805821088282	0.00508354143712722	0.00267716433927561	0.00132446440092321	0.00061554830963254	0.000268745122645331	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.42"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000250825998343801	0.000577385102010774	0.00124857660447246	0.00253642139010506	0.00484043303158446	0.00867767977630436	0.0146143538485793	0.0231212980454388	0.0343638172282057	0.0479785571983437	0.0629288162048987	0.0775369181423908	0.0897478602682614	0.0975879659439142	0.0996839006566791	0.0956555947489295	0.0862287963322639	0.0730215195499287	0.0580906188975022	0.0434127938164399	0.0304779717833088	0.0201006908689125	0.0124535308618213	0.00724820742131306	0.00396301138117268	0.00203552584511343	0.00098216514375391	0.000445193698524761	0.000189570211482646	0	0	0	0	0	0	0	0	0	0	0	0
"sample.43"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000158621744709981	0.000377198813006947	0.000842625324181056	0.00176829733312295	0.0034860424521429	0.00645604644431664	0.0112320031184023	0.0183571129283972	0.0281843574847413	0.0406507434516048	0.0550789232548264	0.0701066129064717	0.0838280037187149	0.0941620397128976	0.0993617394842944	0.0984961168855219	0.0917224459233626	0.0802395972977355	0.0659414432627318	0.0509078494545324	0.0369205063717687	0.0251540049124253	0.0160991604540394	0.00967956657444654	0.00546720285683174	0.00290088866111747	0.00144595083854543	0.00067706846914154	0.000297829865968829	0	0	0	0	0	0	0	0	0	0	0
"sample.44"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000225993559137407	0.000524138781515149	0.00114196586528303	0.00233731122717563	0.00449403616214513	0.00811732949773889	0.0137735656213012	0.0219551386787201	0.0328762732732128	0.046247213823604	0.0611146262989787	0.075868472838917	0.088477759955245	0.0969311778993064	0.0997583957843345	0.0964477316326558	0.0875973915341891	0.0747389384330678	0.059904475617897	0.0451053660458547	0.0319046325577095	0.0212000008228581	0.0132334963884178	0.00776014655904793	0.00427485943220271	0.00221223036266666	0.00107546295048741	0.000491153398452125	0.000210714997878268	0	0	0	0	0	0	0	0	0
"sample.45"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000142344161182279	0.000341039325795372	0.000767583904681889	0.00162294518902251	0.00322357991412324	0.00601491679591322	0.0105433203430652	0.0173612813425845	0.0268560874671092	0.0390265629889329	0.0532763499299738	0.0683227306057985	0.0823099925575742	0.0931529267740329	0.0990369008520466	0.0989131820663318	0.0928042574621867	0.0817971593771559	0.067727514580705	0.0526803497800308	0.0384936201266129	0.0264232027596927	0.0170387901205473	0.0103216384972581	0.00587374556608518	0.0031400619108754	0.00157694986573419	0.00074396783066681	0.000329721314300236	0.000137276589980736	0	0	0	0	0	0	0
"sample.46"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000203437145932916	0.000475376485896711	0.00104352229509798	0.00215190137760154	0.0041686898967111	0.00758635935528762	0.0129695177152235	0.0208291159461608	0.0314249389890819	0.0445384033216467	0.0592995556663874	0.0741694108884868	0.0871474762624193	0.0961925404915545	0.0997434922457219	0.0971592915957452	0.0889079720628701	0.0764282057307026	0.0617196164423973	0.0468219360907851	0.0333681486915653	0.0223393972605501	0.0140497108148829	0.00830079931350216	0.00460711484032089	0.00240212031760683	0.00117656810227585	0.000541372234904291	0.000234008418680927	0	0	0	0	0	0
"sample.47"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000287829705832866	0.000655972590999473	0.00140440500215016	0.00282459142854747	0.00533673331530155	0.00947222400535548	0.015793741075297	0.0247385740302607	0.0364016363053522	0.0503180433289358	0.0653406090306493	0.0797075034131923	0.0913422761589765	0.0983333981747825	0.099445894965356	0.0944776904822914	0.0843195482385135	0.0706942137368628	0.0556795941527373	0.0411969295081101	0.0286345413062018	0.0186970120388699	0.0114686098736181	0.00660854644377823	0.00357731932159286	0.00181913975466383	0.000869022490699986	0.000389989184254435	0.000164410936816671	0	0	0	0
"sample.48"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000182967995220297	0.000430764375501043	0.000952710660131623	0.00197942414997003	0.00386343223737832	0.00708376799668687	0.0122014642991551	0.0197431376272676	0.0300107595508723	0.0428542990996463	0.0574868352294147	0.0724434291040812	0.0857602805844751	0.0953739966081207	0.0996392306490287	0.0977884008271517	0.0901573041955566	0.0780856240670235	0.0635327784677557	0.0485602827320273	0.0348675280964883	0.0235189380025396	0.0149029021485809	0.00887116357848389	0.00496074518844455	0.00260597261200931	0.00128602487565022	0.000596191096890203	0.000259643944448289	0	0	0
"sample.49"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000259643944448289	0.000596191096890203	0.00128602487565022	0.00260597261200931	0.00496074518844455	0.0088711635784839	0.0149029021485809	0.0235189380025396	0.0348675280964884	0.0485602827320273	0.0635327784677557	0.0780856240670235	0.0901573041955566	0.0977884008271517	0.0996392306490287	0.0953739966081207	0.0857602805844751	0.0724434291040812	0.0574868352294147	0.0428542990996463	0.0300107595508723	0.0197431376272676	0.0122014642991551	0.00708376799668687	0.00386343223737833	0.00197942414997003	0.000952710660131624	0.000430764375501043	0.000182967995220297	0
"sample.50"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000164410936816671	0.000389989184254435	0.000869022490699986	0.00181913975466383	0.00357731932159286	0.00660854644377823	0.0114686098736181	0.0186970120388699	0.0286345413062018	0.0411969295081101	0.0556795941527373	0.0706942137368628	0.0843195482385135	0.0944776904822914	0.099445894965356	0.0983333981747825	0.0913422761589765	0.0797075034131923	0.0653406090306493	0.0503180433289358	0.0364016363053522	0.0247385740302607	0.015793741075297	0.00947222400535548	0.00533673331530155	0.00282459142854747	0.00140440500215016	0.000655972590999473	0.000287829705832866
"sample.n1"	0	3.5553433914088e-21	1.93315818256989e-105	2.14438443002631e-14	5.65073287245017e-25	3.45674668614342e-12	0.0200063847295659	0.0213044546803564	0.0101833693509588	0.0460396710840369	0.0656576909171529	0.0308280338361105	0.124237048756148	0.0871451934047775	0.100755091829315	0.0988876817762532	0.0950122632813683	0.118448161450111	0.0437954368426053	0.0404677652446701	0.0529916507169657	0.0107342654197351	2.4494216686875e-08	0.0101449655397089	0.000599050019404154	0.00999999999198589	0.00276199341379592	0.00999980321728001	1.41668363268352e-62	3.21528684754854e-34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.n2"	0	0	4.00004554733296e-128	4.20636525753801e-23	1.5362535383766e-76	2.83637374667012e-16	0.00112715421240297	5.21335466149673e-27	0.00153163227874897	0.02776195297191	0.0449808449960851	0.0796242444124924	0.0757199213930642	0.0567748423426433	0.0853486253092483	0.104754261792289	0.0963325241142713	0.114307516634052	0.0632668265498073	0.090702980690847	0.0799330744908625	0.0229859509817381	0.0155945248560104	0.0189758957352503	0.0199935643979525	0.000283660233080552	1.60724292994801e-09	8.42424617231937e-20	1.83429551838846e-109	3.1828482249687e-73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.n3"	0	0	0	0	3.3375294281122e-28	1.5595640881356e-170	0.00999999999999999	0.00999901543434916	0.00509217564548699	3.37875243965032e-12	7.47261673517661e-07	0.0255666931359016	0.040379921203176	0.0458894547275588	0.0961217030019032	0.108003241209765	0.0967013740964449	0.148399078233872	0.0848328435877195	0.107564460137232	0.0516983393193965	0.0432980106755765	0.0278697942364831	0.0314849894259568	0.011533279257023	0.0182615162260429	0.0173049983103029	0.0199983648705522	3.03778995061921e-32	2.06115809934378e-13	2.14219743972801e-36	2.94289239251987e-263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.n4"	0	0	0	0	0	1.04575336921034e-49	3.19540068489354e-181	3.16023014605523e-60	1.28319751994472e-21	3.1239371932593e-13	3.99775326379022e-05	0.0197653686962473	0.015233726442289	0.0147695744699763	0.0301708314755296	0.0416202618421882	0.109942296806263	0.104486213982928	0.0604199594601773	0.135822374596441	0.0760026791085477	0.0590602017682032	0.0431537749031484	0.0663960701942328	0.0998033826878741	0.024173833099023	0.0408894927191032	0.0262527728956511	0.0218401316099288	1.48347806891853e-10	0.000157843053307928	0.00999923250764166	3.43303908753366e-61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.n5"	0	0	0	0	0	0	0	1.46421537203824e-302	3.12544783656111e-294	2.53731304884534e-57	5.49699452190676e-16	4.67267024089516e-08	0.00193071602314807	2.23078434405512e-07	6.41824620895294e-07	0.0697521695087299	0.0725715227251774	0.0658472297202	0.0999246043937004	0.0334898688472769	0.0838354582199121	0.118950255355987	0.0680212642516433	0.113227516361545	0.085498819300184	0.066900948278009	0.058708497447018	0.01112515082	0.0484021673965134	0.00121186201224241	0.000600382875666959	1.35195134953342e-09	6.28406608563995e-29	6.53481336617464e-07	7.11263770147459e-30	1.99172480124353e-248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.n6"	0	0	0	0	0	0	0	0	3.74714578211971e-27	5.20498787876782e-67	5.87959376320903e-36	1.42548538032684e-57	0.00785538539337426	0.000131666604063898	0.0383959484081194	0.0191133001652211	0.0539085034018346	0.0598735636023192	0.0553975309038832	0.114975804352323	0.124557651702147	0.0726896611348433	0.0825608996389664	0.1125827463788	0.0459565247962549	0.0538173501947954	0.067654126863174	0.0154965720175763	0.0310573365607591	0.0134260873328816	3.87749364273696e-05	0.0199347197881726	8.78735428776428e-06	4.08963303448134e-14	0.000567058469840556	0	0.00999999999989338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.n7"	0	0	0	0	0	0	0	0	0	0	1.24702192726785e-67	5.97481281862447e-217	2.50202451358172e-05	6.84182003142737e-51	0.00999999995736641	0.0148534769325238	0.0100085752266291	0.0200676293991126	0.0399709973915282	0.0428249612573445	0.0429517952846591	0.0385094959430884	0.0599096570914128	0.140310599982496	0.114498303953886	0.0984817873670934	0.0687865514639893	0.110496436415615	0.0741088936709022	0.03809496110258	0.0334219296473358	0.0145591507019888	6.87345374188199e-05	0.0280510424264734	1.14924081047584e-16	2.2445275415528e-79	1.42089267241789e-12	7.59041215449755e-192	2.92193277401953e-43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.n8"	0	0	0	0	0	0	0	0	0	0	0	0	4.39512794320471e-89	2.80415484023258e-90	0.009999352910912	9.3652077217758e-17	0.00382616206031884	0.019937757370572	0.0102405325844314	0.0100017229333862	0.0377009112147551	0.0505312222983543	0.102492813034544	0.145510912476526	0.132254638550035	0.128877214665981	0.0624806193923633	0.0655402373686932	0.0906703465636094	0.0525258946898563	0.0206742357013853	0.0300077507394559	0.0090722944080379	0.00753386841666724	1.21383149137364e-06	6.19011628256835e-21	0.00997240564689546	2.10685802792752e-46	0.000147893141728613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.n9"	0	0	0	0	0	0	0	0	0	0	0	0	0	1.67915790778727e-74	5.28844307883896e-145	4.08188647759957e-196	4.13378314364395e-24	0.0127905397056085	4.19740657707925e-09	5.29319402767515e-05	0.0209233146170967	0.0207779943951002	0.0450158348339947	0.0522018432056214	0.0538235937119456	0.0941098043517644	0.121171111735161	0.0993664579463295	0.128876879186667	0.065415447217585	0.0517274267965815	0.0723883572404822	0.0343079827830723	0.048749367724144	0.0284603652101281	0.00999999679430823	0.000149166033899316	0.0197655897673888	0.00992914496070753	5.61755850083389e-91	0.00999684564473102	2.11456507533147e-232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"sample.n10"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01	3.5312234745902e-37	0.000423799230272214	0.010252422391497	0.0316067246898312	0.0376332622175894	0.0197133437657195	0.0385318068375372	0.0646376302405132	0.0652028915386263	0.0459311038847886	0.12694022511288	0.104635076018739	0.119636140920505	0.0537711512144283	0.0217529923244952	0.118615421402394	0.0610401731637363	0.0164326661235124	0.0301634537728779	0.0123849849673791	0.0106603215107535	3.06790934598496e-05	2.68712349508451e-22	5.1746159420189e-16	2.20936563883829e-74	3.72957846468759e-06	9.4640267845904e-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
